message_id,message_text,message_length,word_count,num_urls,num_digits,num_special_chars,spam_keyword_score,legit_keyword_score,sender_activity_score,sender_account_age_days,messages_sent_last_24h,timestamp,hour_of_day,day_of_week,spam_label
902586,Let's catch up tomorrow regarding the timeline. next Monday. Appreciate it.,75,11,0,0,0,0,0,49.1,158.0,5.0,2025-12-02 14:00:00,14,1,0
900133,Payment received successfully for your subscription. the quarterly review. Appreciate it.,89,11,0,0,0,0,1,26.1,267.0,6.0,2025-12-11 03:00:00,3,3,0
904825,Your order has been shipped and will arrive by Friday evening. Let me know.,75,14,0,0,0,0,1,23.6,202.0,9.0,2025-12-03 04:00:00,4,2,0
901753,"Congratulations! You have won ₹50,000 before it expires! http://promo.example/9027",82,9,1,9,2,0,0,79.4,40.0,24.0,2025-11-01 20:00:00,20,5,1
901570,"Congratulations! You have won ₹50,000 before it expires! https://tinyurl.com/4537",81,9,1,9,2,0,0,99.4,258.0,17.0,2025-12-22 12:00:00,12,0,1
901039,"URGENT: Claim your reward now ₹50,000 today only! http://promo.example/1411",75,9,1,9,1,2,0,46.7,67.0,18.0,2025-11-21 15:00:00,15,4,1
902771,Reminder: your appointment is confirmed for the updated proposal. Please confirm.,81,11,0,0,0,0,1,29.6,295.0,9.0,2025-11-08 05:00:00,5,5,0
901819,Reminder: your appointment is confirmed for Friday evening. Please confirm.,75,10,0,0,0,0,1,63.0,439.0,7.0,2025-12-05 14:00:00,14,4,0
903221,URGENT: Claim your reward now free gift cards before it expires! http://bit.ly/8919,83,12,1,4,1,3,0,18.8,24.0,18.0,2025-11-06 22:00:00,22,3,1
904097,Please find the attached invoice for the quarterly review. Let me know.,71,12,0,0,0,0,1,44.2,501.0,7.0,2025-11-04 23:00:00,23,1,0
900152,Let's catch up tomorrow regarding the timeline. next Monday. Regards.,69,10,0,0,0,0,0,44.3,514.0,4.0,2025-11-03 16:00:00,16,0,0
901938,Let's catch up tomorrow regarding the timeline. Friday evening. Please confirm.,79,11,0,0,0,0,0,,579.0,9.0,2025-11-01 15:00:00,15,5,0
901619,Let's catch up tomorrow regarding the timeline. next Monday. Appreciate it.,75,11,0,0,0,0,0,36.0,323.0,9.0,2025-12-05 10:00:00,10,4,0
903306,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,44.1,611.0,8.0,2025-10-26 02:00:00,2,6,0
900487,"Click here to verify your account ₹50,000 ASAP! http://promo.example/4972",73,9,1,9,1,2,0,55.4,96.0,13.0,2025-11-09 02:00:00,2,6,1
904459,Thanks for your help on the project update. the updated proposal. Let me know.,78,14,0,0,0,0,1,44.7,233.0,5.0,2025-11-02 10:00:00,10,6,0
903423,"Hi, can we reschedule our meeting to the quarterly review. Thanks.",66,11,0,0,0,0,2,51.5,45.0,3.0,2025-12-16 01:00:00,1,1,0
901927,Exclusive deal just for you a brand new phone limited time! https://tinyurl.com/5623,84,12,1,4,1,0,0,47.0,103.0,17.0,2025-11-21 10:00:00,10,4,1
904561,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,58.0,301.0,4.0,2025-10-27 07:00:00,7,0,0
900030,Thanks for your help on the project update. Friday evening. Let me know.,72,13,0,0,0,0,1,28.2,733.0,7.0,2025-12-21 02:00:00,2,6,0
900066,Please find the attached invoice for 10:30 AM. Thanks.,54,9,0,4,0,0,1,81.5,377.0,6.0,2025-11-04 05:00:00,5,1,0
902224,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,47.8,277.0,6.0,2025-11-11 15:00:00,15,1,0
901486,Reminder: your appointment is confirmed for the quarterly review. Regards.,74,10,0,0,0,0,1,61.0,626.0,9.0,2025-12-09 15:00:00,15,1,0
904916,Please find the attached invoice for 10:30 AM. Appreciate it.,61,10,0,4,0,0,1,57.5,96.0,8.0,2025-11-15 04:00:00,4,5,0
901159,Could you review the document and share feedback? 10:30 AM. Appreciate it.,74,12,0,4,0,0,1,46.6,258.0,6.0,2025-12-04 13:00:00,13,3,0
904558,Can you send the report by end of day? Friday evening. Thanks.,62,12,0,0,0,0,1,30.9,170.0,8.0,2025-12-22 08:00:00,8,0,0
904909,Here are the notes from today's discussion. 10:30 AM. Please confirm.,69,11,0,4,0,0,1,30.2,501.0,6.0,2025-12-22 21:00:00,21,0,0
900545,Congratulations! You have won exclusive bonus limited time!,59,8,0,0,2,1,0,59.1,206.0,13.0,2025-11-11 05:00:00,5,1,1
901814,Payment received successfully for your subscription. the updated proposal. Regards.,83,10,0,0,0,0,1,61.5,452.0,8.0,2025-11-01 21:00:00,21,5,0
902306,Please find the attached invoice for the updated proposal. Regards.,67,10,0,0,0,0,1,53.0,320.0,7.0,2025-11-24 22:00:00,22,0,0
904819,Payment received successfully for your subscription. the updated proposal. Please confirm.,90,11,0,0,0,0,1,60.5,168.0,5.0,2025-11-30 16:00:00,16,6,0
904504,Please find the attached invoice for the updated proposal. Please confirm.,74,11,0,0,0,0,1,67.4,261.0,6.0,2025-12-07 09:00:00,9,6,0
900241,Here are the notes from today's discussion. Friday evening. Regards.,68,10,0,0,0,0,1,57.5,580.0,12.0,2025-11-17 03:00:00,3,0,0
903362,Get rich quick with this simple trick exclusive bonus limited time!,67,11,0,0,1,1,0,92.5,9.0,15.0,2025-12-21 20:00:00,20,6,1
900777,Please find the attached invoice for the updated proposal. Appreciate it.,73,11,0,0,0,0,1,44.9,630.0,4.0,2025-11-13 18:00:00,18,3,0
903047,Reminder: your appointment is confirmed for the quarterly review. Appreciate it.,80,11,0,0,0,0,1,38.3,241.0,6.0,2025-12-19 08:00:00,8,4,0
904518,"Click here to verify your account ₹50,000 before it expires! https://tinyurl.com/4820",85,11,1,9,1,2,0,70.0,20.0,12.0,2025-12-06 03:00:00,3,5,1
903785,Reminder: your appointment is confirmed for the quarterly review. Let me know.,78,12,0,0,0,0,1,84.0,161.0,0.0,2025-12-01 23:00:00,23,0,0
900627,Reminder: your appointment is confirmed for the quarterly review. Let me know.,78,12,0,0,0,0,1,67.0,443.0,,2025-11-08 18:00:00,18,5,0
904897,Your order has been shipped and will arrive by 10:30 AM. Regards.,65,12,0,4,0,0,1,99.3,270.0,6.0,2025-12-13 10:00:00,10,5,0
902519,Can you send the report by end of day? 10:30 AM. Let me know.,61,14,0,4,0,0,1,29.7,166.0,5.0,2025-11-28 04:00:00,4,4,0
904817,Payment received successfully for your subscription. the updated proposal. Please confirm.,90,11,0,0,0,0,1,61.6,281.0,5.0,2025-10-27 20:00:00,20,0,0
901823,Your order has been shipped and will arrive by Friday evening. Appreciate it.,77,13,0,0,0,0,1,47.5,384.0,4.0,2025-12-02 19:00:00,19,1,0
901426,Could you review the document and share feedback? the quarterly review. Let me know. https://company.portal/docs/9951,117,15,1,4,0,0,1,51.2,,,2025-11-28 13:00:00,13,4,0
903379,Earn money from home instantly a brand new phone now! https://tinyurl.com/7028,78,11,1,4,1,0,0,65.7,67.0,13.0,2025-12-23 07:00:00,7,1,1
902802,You are eligible for a refund of exclusive bonus ASAP! http://promo.example/6143,80,11,1,4,1,1,0,74.3,,24.0,2025-11-20 14:00:00,14,3,1
905027,Please find the attached invoice for the quarterly review. Thanks.,66,10,0,0,0,0,1,28.6,560.0,8.0,2025-11-24 05:00:00,5,0,0
900486,Earn money from home instantly instant cashback ASAP! https://tinyurl.com/2009,78,9,1,4,1,1,0,55.5,71.0,24.0,2025-11-15 03:00:00,3,5,1
902464,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,57.8,227.0,3.0,2025-12-22 12:00:00,12,0,0
900590,Let's catch up tomorrow regarding the timeline. the quarterly review. Let me know. https://company.portal/docs/1658,115,14,1,4,0,0,0,66.2,155.0,4.0,2025-11-25 17:00:00,17,1,0
903185,Congratulations! You have won instant cashback now! http://bit.ly/3210,70,8,1,4,2,1,0,67.4,31.0,24.0,2025-11-06 06:00:00,6,3,1
900034,Limited offer! Get a brand new phone before it expires! http://bit.ly/6083,74,11,1,4,2,1,0,45.3,70.0,23.0,2025-11-15 19:00:00,19,5,1
904962,Exclusive deal just for you instant cashback ASAP! https://tinyurl.com/8402,75,9,1,4,1,1,0,61.7,23.0,19.0,2025-11-02 09:00:00,9,6,1
904344,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,56.8,180.0,7.0,2025-11-18 04:00:00,4,1,0
902390,You are eligible for a refund of free gift cards now! http://bit.ly/1762,72,12,1,4,1,1,0,43.2,,23.0,2025-11-11 19:00:00,19,1,1
902834,Thanks for your help on the project update. Friday evening. Thanks.,67,11,0,0,0,0,1,64.3,383.0,5.0,2025-12-04 06:00:00,6,3,0
902216,Here are the notes from today's discussion. next Monday. Let me know. https://company.portal/docs/7962,102,13,1,4,0,0,1,41.5,378.0,7.0,2025-11-20 04:00:00,4,3,0
904007,Payment received successfully for your subscription. the updated proposal. Let me know.,87,12,0,0,0,0,1,55.5,277.0,5.0,2025-10-30 21:00:00,21,3,0
903985,Payment received successfully for your subscription. the updated proposal. Please confirm.,90,11,0,0,0,0,1,47.7,200.0,6.0,2025-11-19 09:00:00,9,2,0
900228,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,49.7,450.0,3.0,2025-11-02 01:00:00,1,6,0
904628,Your order has been shipped and will arrive by 10:30 AM. Let me know.,69,14,0,4,0,0,1,35.4,359.0,4.0,2025-11-20 20:00:00,20,3,0
903976,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,76.8,65.0,8.0,2025-11-03 03:00:00,3,0,0
901594,Your order has been shipped and will arrive by 10:30 AM. Thanks.,64,12,0,4,0,0,1,,143.0,5.0,2025-11-06 01:00:00,1,3,0
901821,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,53.8,357.0,6.0,2025-11-24 13:00:00,13,0,0
902880,Could you review the document and share feedback? 10:30 AM. Please confirm.,75,12,0,4,0,0,1,39.0,273.0,9.0,2025-10-27 20:00:00,20,0,0
902982,"Get rich quick with this simple trick ₹50,000 now!",50,9,0,5,1,0,0,49.4,126.0,15.0,2025-12-15 16:00:00,16,0,1
904553,Payment received successfully for your subscription. the updated proposal. Appreciate it.,89,11,0,0,0,0,1,45.2,140.0,5.0,2025-11-24 08:00:00,8,0,0
901455,Thanks for your help on the project update. 10:30 AM. Please confirm.,69,12,0,4,0,0,1,53.1,350.0,8.0,2025-11-04 01:00:00,1,1,0
903894,Limited offer! Get exclusive bonus limited time!,48,7,0,0,2,2,0,77.8,108.0,21.0,2025-12-19 18:00:00,18,4,1
900600,Can you send the report by end of day? 10:30 AM. Let me know.,61,14,0,4,0,0,1,45.4,234.0,6.0,2025-11-16 11:00:00,11,6,0
904372,Payment received successfully for your subscription. Friday evening. Appreciate it.,83,10,0,0,0,0,1,54.3,255.0,3.0,2025-10-25 03:00:00,3,5,0
900347,Can you send the report by end of day? Friday evening. Appreciate it.,69,13,0,0,0,0,1,35.9,225.0,11.0,2025-11-17 19:00:00,19,0,0
900562,"Hi, can we reschedule our meeting to next Monday. Thanks.",57,10,0,0,0,0,2,77.9,434.0,9.0,2025-12-03 15:00:00,15,2,0
904016,"Hi, can we reschedule our meeting to the updated proposal. Please confirm.",74,12,0,0,0,0,2,63.8,671.0,7.0,2025-12-14 22:00:00,22,6,0
903033,Let's catch up tomorrow regarding the timeline. Friday evening. Thanks.,71,10,0,0,0,0,0,76.0,96.0,8.0,2025-11-21 09:00:00,9,4,0
901216,Here are the notes from today's discussion. Friday evening. Regards.,68,10,0,0,0,0,1,75.3,380.0,4.0,2025-11-10 06:00:00,6,0,0
902334,Here are the notes from today's discussion. 10:30 AM. Appreciate it.,68,11,0,4,0,0,1,84.2,170.0,10.0,2025-11-11 07:00:00,7,1,0
901243,Earn money from home instantly a brand new phone now! http://bit.ly/9739,72,11,1,4,1,0,0,51.2,195.0,17.0,2025-12-19 05:00:00,5,4,1
902281,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,,215.0,4.0,2025-12-12 06:00:00,6,4,0
904963,Let's catch up tomorrow regarding the timeline. the quarterly review. Let me know. https://company.portal/docs/2508,115,14,1,4,0,0,0,60.3,347.0,7.0,2025-11-16 17:00:00,17,6,0
904524,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,48.7,70.0,6.0,2025-11-16 05:00:00,5,6,0
901437,Payment received successfully for your subscription. the updated proposal. Appreciate it.,89,11,0,0,0,0,1,61.7,44.0,7.0,2025-12-16 18:00:00,18,1,0
901946,Earn money from home instantly free gift cards ASAP! https://tinyurl.com/6473,77,10,1,4,1,1,0,54.1,86.0,15.0,2025-11-19 10:00:00,10,2,1
904009,Your order has been shipped and will arrive by the quarterly review. Let me know.,81,15,0,0,0,0,1,81.0,146.0,,2025-12-03 08:00:00,8,2,0
904694,"Hi, can we reschedule our meeting to the quarterly review. Appreciate it.",73,12,0,0,0,0,2,78.7,552.0,4.0,2025-11-16 01:00:00,1,6,0
902955,Reminder: your appointment is confirmed for next Monday. Please confirm.,72,10,0,0,0,0,1,70.4,336.0,8.0,2025-12-21 17:00:00,17,6,0
900297,Payment received successfully for your subscription. next Monday. Please confirm.,81,10,0,0,0,0,1,52.8,317.0,1.0,2025-11-23 14:00:00,14,6,0
902933,Here are the notes from today's discussion. the quarterly review. Please confirm.,81,12,0,0,0,0,1,89.5,353.0,9.0,2025-12-18 19:00:00,19,3,0
900997,Reminder: your appointment is confirmed for the quarterly review. Let me know.,78,12,0,0,0,0,1,59.8,298.0,7.0,2025-11-27 14:00:00,14,3,0
904051,Payment received successfully for your subscription. next Monday. Appreciate it.,80,10,0,0,0,0,1,42.8,409.0,5.0,2025-12-10 14:00:00,14,2,0
904273,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,49.3,373.0,6.0,2025-12-15 22:00:00,22,0,0
902857,Get rich quick with this simple trick instant cashback ASAP! https://tinyurl.com/2703,85,11,1,4,1,1,0,60.9,30.0,16.0,2025-11-28 03:00:00,3,4,1
902154,URGENT: Claim your reward now free gift cards before it expires! http://promo.example/2996,90,12,1,4,1,3,0,61.6,38.0,22.0,2025-12-05 19:00:00,19,4,1
